name,position,event_attendance,meeting_attendance,duty_participation,submitted_works,competition_participation,chat_activity,activity_status
Member_768,Supervisor,3/10,2/10,3/10,5,0,Rarely Active,Rarely Active
Member_769,Staff,10/10,10/10,10/10,46,15,Very Active,Very Active
Member_770,Staff,10/10,10/10,10/10,43,12,Very Active,Very Active
Member_771,Staff,2/10,3/10,2/10,1,1,Inactive,Rarely Active
Member_772,Staff,0/10,0/10,0/10,0,0,Inactive,Inactive
Member_773,Staff,3/10,1/10,2/10,1,0,Inactive,Rarely Active
Member_774,Supervisor,0/10,0/10,0/10,0,0,Inactive,Inactive
Member_775,Treasurer,5/10,4/10,6/10,5,3,Moderate,Moderate
Member_776,Department Head,8/10,8/10,9/10,22,8,Very Active,Active
Member_777,Supervisor,10/10,10/10,10/10,48,18,Very Active,Very Active
Member_778,Staff,10/10,10/10,10/10,38,14,Very Active,Very Active
Member_779,Staff,0/10,0/10,0/10,0,0,Inactive,Inactive
Member_780,Staff,10/10,10/10,10/10,40,16,Very Active,Very Active
Member_781,Treasurer,10/10,10/10,10/10,53,15,Very Active,Very Active
Member_782,Division Head,1/10,3/10,1/10,1,0,Rarely Active,Rarely Active
Member_783,Staff,1/10,4/10,3/10,1,1,Inactive,Rarely Active
Member_784,Division Head,10/10,10/10,10/10,51,11,Very Active,Very Active
Member_785,Division Head,9/10,8/10,9/10,23,5,Very Active,Active
Member_786,Supervisor,5/10,4/10,7/10,8,3,Moderate,Moderate
Member_787,Staff,8/10,8/10,8/10,30,6,Active,Active
Member_788,Staff,10/10,10/10,10/10,33,13,Very Active,Very Active
Member_789,Staff,10/10,10/10,10/10,47,20,Very Active,Very Active
Member_790,Staff,4/10,2/10,3/10,4,0,Inactive,Rarely Active
Member_791,Staff,9/10,8/10,8/10,19,8,Very Active,Active
Member_792,Staff,0/10,0/10,0/10,0,0,Inactive,Inactive
Member_793,Staff,0/10,0/10,0/10,0,0,Inactive,Inactive
Member_794,Staff,8/10,9/10,9/10,16,10,Very Active,Active
Member_795,Chair,0/10,0/10,0/10,0,0,Inactive,Inactive
Member_796,Staff,9/10,8/10,9/10,27,5,Very Active,Active
Member_797,Vice Division Head,0/10,0/10,0/10,0,0,Inactive,Inactive
Member_798,Secretary,0/10,1/10,1/10,0,0,Inactive,Inactive
Member_799,Deputy Department Head,0/10,0/10,0/10,0,0,Inactive,Inactive
Member_800,Vice Division Head,10/10,10/10,10/10,51,11,Very Active,Very Active
Member_801,Staff,0/10,0/10,0/10,0,0,Inactive,Inactive
Member_802,Division Head,0/10,0/10,0/10,0,0,Inactive,Inactive
Member_803,Staff,2/10,1/10,3/10,5,0,Rarely Active,Rarely Active
Member_804,Chair,10/10,10/10,10/10,53,14,Very Active,Very Active
Member_805,Staff,10/10,10/10,10/10,45,19,Very Active,Very Active
Member_806,Staff,0/10,0/10,0/10,0,0,Inactive,Inactive
Member_807,Vice Division Head,8/10,9/10,8/10,23,4,Active,Active
Member_808,Deputy Department Head,3/10,2/10,2/10,4,0,Inactive,Rarely Active
Member_809,Division Head,7/10,7/10,6/10,14,1,Moderate,Moderate
Member_810,Vice Chair,2/10,1/10,2/10,1,1,Rarely Active,Rarely Active
Member_811,Staff,0/10,0/10,0/10,0,0,Inactive,Inactive
Member_812,Staff,9/10,8/10,9/10,30,3,Active,Active
Member_813,Supervisor,10/10,10/10,10/10,38,18,Very Active,Very Active
Member_814,Staff,0/10,0/10,0/10,0,0,Inactive,Inactive
Member_815,Staff,10/10,10/10,10/10,59,18,Very Active,Very Active
Member_816,Deputy Department Head,10/10,10/10,10/10,43,10,Very Active,Very Active
Member_817,Staff,6/10,6/10,6/10,14,3,Active,Moderate
Member_818,Staff,0/10,0/10,0/10,0,0,Inactive,Inactive
Member_819,Vice Chair,3/10,2/10,1/10,3,0,Inactive,Rarely Active
Member_820,Department Head,4/10,5/10,5/10,9,1,Rarely Active,Moderate
Member_821,Division Head,9/10,9/10,9/10,15,9,Active,Active
Member_822,Staff,5/10,7/10,7/10,11,1,Rarely Active,Moderate
Member_823,Supervisor,10/10,10/10,10/10,42,16,Very Active,Very Active
Member_824,Staff,3/10,2/10,1/10,2,0,Rarely Active,Rarely Active
Member_825,Staff,0/10,0/10,0/10,0,0,Inactive,Inactive
Member_826,Staff,7/10,5/10,6/10,11,1,Moderate,Moderate
Member_827,Chair,4/10,2/10,3/10,5,1,Inactive,Rarely Active
Member_828,Staff,5/10,6/10,4/10,8,2,Moderate,Moderate
Member_829,Staff,10/10,10/10,10/10,60,12,Very Active,Very Active
Member_830,Staff,9/10,8/10,9/10,18,6,Very Active,Active
Member_831,Vice Division Head,10/10,10/10,10/10,46,10,Very Active,Very Active
Member_832,Staff,10/10,10/10,10/10,34,15,Very Active,Very Active
Member_833,Division Head,5/10,4/10,6/10,5,2,Moderate,Moderate
Member_834,Deputy Department Head,7/10,4/10,4/10,9,1,Rarely Active,Moderate
Member_835,Treasurer,0/10,0/10,0/10,0,0,Inactive,Inactive
Member_836,Treasurer,0/10,1/10,1/10,0,0,Inactive,Inactive
Member_837,Staff,5/10,6/10,4/10,11,2,Moderate,Moderate
Member_838,Vice Division Head,6/10,4/10,7/10,6,2,Moderate,Moderate
Member_839,Department Head,1/10,0/10,0/10,0,0,Inactive,Inactive
Member_840,Staff,0/10,0/10,0/10,0,0,Inactive,Inactive
Member_841,Staff,2/10,2/10,4/10,5,0,Rarely Active,Rarely Active
Member_842,Department Head,10/10,10/10,10/10,60,20,Very Active,Very Active
Member_843,Secretary,0/10,1/10,0/10,0,0,Inactive,Inactive
Member_844,Division Head,10/10,10/10,10/10,30,17,Very Active,Very Active
Member_845,Staff,0/10,0/10,0/10,0,0,Inactive,Inactive
Member_846,Staff,10/10,10/10,10/10,56,10,Very Active,Very Active
Member_847,Staff,10/10,10/10,10/10,59,17,Very Active,Very Active
Member_848,Staff,0/10,0/10,0/10,0,0,Inactive,Inactive
Member_849,Staff,10/10,8/10,9/10,19,5,Very Active,Active
Member_850,Secretary,9/10,9/10,9/10,22,8,Very Active,Active
Member_851,Department Head,5/10,5/10,4/10,15,1,Active,Moderate
Member_852,Staff,0/10,0/10,0/10,0,0,Inactive,Inactive
Member_853,Staff,10/10,10/10,10/10,42,10,Very Active,Very Active
Member_854,Staff,8/10,8/10,9/10,21,6,Active,Active
Member_855,Division Head,7/10,4/10,6/10,15,3,Active,Moderate
Member_856,Staff,9/10,9/10,9/10,29,5,Very Active,Active
Member_857,Vice Division Head,0/10,0/10,0/10,0,0,Inactive,Inactive
Member_858,Staff,0/10,0/10,0/10,0,0,Inactive,Inactive
Member_859,Staff,4/10,1/10,3/10,3,0,Inactive,Rarely Active
Member_860,Staff,10/10,10/10,10/10,43,18,Very Active,Very Active
Member_861,Staff,0/10,0/10,0/10,0,0,Inactive,Inactive
Member_862,Staff,10/10,10/10,10/10,43,14,Very Active,Very Active
Member_863,Treasurer,8/10,8/10,8/10,23,10,Very Active,Active
Member_864,Vice Chair,9/10,8/10,8/10,21,6,Active,Active
Member_865,Staff,0/10,0/10,0/10,0,0,Inactive,Inactive
Member_866,Division Head,1/10,0/10,0/10,0,0,Inactive,Inactive
Member_867,Staff,9/10,10/10,9/10,19,4,Active,Active
Member_868,Staff,0/10,0/10,0/10,0,0,Inactive,Inactive
Member_869,Supervisor,10/10,10/10,10/10,60,12,Very Active,Very Active
Member_870,Department Head,10/10,10/10,10/10,50,16,Very Active,Very Active
Member_871,Staff,2/10,3/10,2/10,2,1,Rarely Active,Rarely Active
Member_872,Supervisor,10/10,10/10,10/10,41,12,Very Active,Very Active
Member_873,Supervisor,10/10,10/10,10/10,41,12,Very Active,Very Active
Member_874,Supervisor,0/10,0/10,0/10,0,0,Inactive,Inactive
Member_875,Supervisor,5/10,5/10,5/10,7,1,Active,Moderate
Member_876,Staff,8/10,9/10,10/10,23,7,Very Active,Active
Member_877,Staff,0/10,0/10,0/10,0,0,Inactive,Inactive
Member_878,Staff,1/10,3/10,3/10,2,1,Inactive,Rarely Active
Member_879,Supervisor,10/10,10/10,10/10,40,18,Very Active,Very Active
Member_880,Staff,0/10,0/10,0/10,0,0,Inactive,Inactive
Member_881,Deputy Department Head,3/10,3/10,3/10,2,1,Rarely Active,Rarely Active
Member_882,Department Head,8/10,8/10,9/10,22,9,Very Active,Active
Member_883,Staff,2/10,2/10,3/10,4,0,Inactive,Rarely Active
Member_884,Department Head,0/10,0/10,0/10,0,0,Inactive,Inactive
Member_885,Staff,0/10,0/10,0/10,0,0,Inactive,Inactive
Member_886,Supervisor,0/10,0/10,0/10,0,0,Inactive,Inactive
Member_887,Supervisor,10/10,10/10,10/10,60,11,Very Active,Very Active
Member_888,Supervisor,0/10,0/10,0/10,0,0,Inactive,Inactive
Member_889,Staff,0/10,0/10,0/10,0,0,Inactive,Inactive
Member_890,Staff,0/10,0/10,0/10,0,0,Inactive,Inactive
Member_891,Department Head,1/10,0/10,1/10,0,0,Inactive,Inactive
Member_892,Secretary,10/10,10/10,10/10,37,14,Very Active,Very Active
Member_893,Staff,10/10,10/10,10/10,31,10,Very Active,Very Active
Member_894,Staff,9/10,8/10,9/10,23,9,Active,Active
Member_895,Staff,10/10,10/10,10/10,41,20,Very Active,Very Active
Member_896,Staff,10/10,10/10,10/10,39,11,Very Active,Very Active
Member_897,Supervisor,2/10,2/10,2/10,5,1,Inactive,Rarely Active
Member_898,Secretary,0/10,1/10,0/10,0,0,Inactive,Inactive
Member_899,Staff,0/10,0/10,0/10,0,0,Inactive,Inactive
Member_900,Department Head,1/10,0/10,1/10,0,0,Inactive,Inactive
Member_901,Staff,0/10,0/10,0/10,0,0,Inactive,Inactive
Member_902,Division Head,9/10,8/10,9/10,15,3,Active,Active
Member_903,Department Head,8/10,9/10,9/10,15,10,Active,Active
Member_904,Treasurer,0/10,0/10,0/10,0,0,Inactive,Inactive
Member_905,Staff,1/10,3/10,1/10,5,0,Rarely Active,Rarely Active
Member_906,Staff,0/10,0/10,0/10,0,0,Inactive,Inactive
Member_907,Staff,10/10,10/10,10/10,55,11,Very Active,Very Active
Member_908,Deputy Department Head,6/10,5/10,7/10,6,2,Rarely Active,Moderate
Member_909,Supervisor,10/10,10/10,10/10,35,13,Very Active,Very Active
Member_910,Staff,0/10,0/10,0/10,0,0,Inactive,Inactive
Member_911,Division Head,10/10,10/10,10/10,52,12,Very Active,Very Active
Member_912,Staff,2/10,4/10,2/10,2,0,Rarely Active,Rarely Active
Member_913,Staff,0/10,0/10,0/10,0,0,Inactive,Inactive
Member_914,Staff,4/10,2/10,3/10,4,0,Inactive,Rarely Active
Member_915,Staff,5/10,6/10,6/10,15,3,Active,Moderate
Member_916,Supervisor,0/10,0/10,1/10,0,0,Inactive,Inactive
Member_917,Vice Division Head,9/10,8/10,9/10,15,4,Very Active,Active
Member_918,Supervisor,8/10,8/10,8/10,28,3,Very Active,Active
Member_919,Chair,4/10,2/10,4/10,1,1,Inactive,Rarely Active
Member_920,Staff,10/10,10/10,10/10,32,19,Very Active,Very Active
Member_921,Treasurer,1/10,0/10,0/10,0,0,Inactive,Inactive
Member_922,Vice Chair,0/10,0/10,0/10,0,0,Inactive,Inactive
Member_923,Staff,0/10,0/10,0/10,0,0,Inactive,Inactive
Member_924,Department Head,2/10,3/10,2/10,4,0,Inactive,Rarely Active
Member_925,Vice Division Head,9/10,9/10,8/10,17,7,Very Active,Active
Member_926,Staff,0/10,0/10,0/10,0,0,Inactive,Inactive
Member_927,Division Head,0/10,0/10,0/10,0,0,Inactive,Inactive
Member_928,Division Head,9/10,8/10,8/10,29,4,Active,Active
Member_929,Treasurer,5/10,5/10,7/10,11,2,Moderate,Moderate
Member_930,Supervisor,10/10,10/10,10/10,53,18,Very Active,Very Active
Member_931,Staff,0/10,0/10,0/10,0,0,Inactive,Inactive
Member_932,Department Head,3/10,1/10,2/10,1,0,Rarely Active,Rarely Active
Member_933,Staff,10/10,10/10,10/10,38,20,Very Active,Very Active
Member_934,Staff,10/10,10/10,10/10,47,18,Very Active,Very Active
Member_935,Staff,0/10,0/10,0/10,0,0,Inactive,Inactive
Member_936,Staff,0/10,0/10,0/10,0,0,Inactive,Inactive
Member_937,Division Head,0/10,0/10,0/10,0,0,Inactive,Inactive
Member_938,Staff,6/10,6/10,5/10,13,3,Active,Moderate
Member_939,Staff,0/10,0/10,0/10,0,0,Inactive,Inactive
Member_940,Staff,10/10,10/10,10/10,48,15,Very Active,Very Active
Member_941,Vice Division Head,0/10,0/10,0/10,0,0,Inactive,Inactive
Member_942,Deputy Department Head,0/10,0/10,0/10,0,0,Inactive,Inactive
Member_943,Staff,0/10,0/10,0/10,0,0,Inactive,Inactive
Member_944,Division Head,0/10,0/10,0/10,0,0,Inactive,Inactive
Member_945,Staff,8/10,8/10,8/10,24,9,Very Active,Active
Member_946,Vice Chair,2/10,3/10,2/10,4,1,Inactive,Rarely Active
Member_947,Staff,2/10,4/10,2/10,1,1,Inactive,Rarely Active
Member_948,Staff,10/10,10/10,10/10,44,18,Very Active,Very Active
Member_949,Staff,8/10,9/10,8/10,28,9,Very Active,Active
Member_950,Staff,9/10,8/10,9/10,20,8,Active,Active
Member_951,Staff,10/10,10/10,10/10,55,13,Very Active,Very Active
Member_952,Staff,0/10,0/10,0/10,0,0,Inactive,Inactive
Member_953,Division Head,8/10,8/10,9/10,16,8,Active,Active
Member_954,Staff,10/10,10/10,10/10,52,16,Very Active,Very Active
Member_955,Supervisor,10/10,10/10,10/10,44,18,Very Active,Very Active
Member_956,Vice Chair,10/10,10/10,10/10,34,16,Very Active,Very Active
Member_957,Department Head,3/10,2/10,4/10,3,0,Rarely Active,Rarely Active
Member_958,Deputy Department Head,8/10,8/10,8/10,28,9,Active,Active
Member_959,Staff,0/10,0/10,0/10,0,0,Inactive,Inactive
Member_960,Staff,10/10,10/10,10/10,39,11,Very Active,Very Active
Member_961,Supervisor,0/10,0/10,0/10,0,0,Inactive,Inactive
Member_962,Staff,9/10,8/10,8/10,20,4,Very Active,Active
Member_963,Division Head,0/10,0/10,0/10,0,0,Inactive,Inactive
Member_964,Vice Chair,10/10,10/10,10/10,55,14,Very Active,Very Active
Member_965,Department Head,0/10,1/10,0/10,0,0,Inactive,Inactive
Member_966,Staff,10/10,10/10,10/10,50,20,Very Active,Very Active
Member_967,Supervisor,7/10,5/10,7/10,6,3,Moderate,Moderate
Member_968,Staff,0/10,0/10,0/10,0,0,Inactive,Inactive
Member_969,Staff,6/10,4/10,6/10,10,2,Moderate,Moderate
Member_970,Staff,2/10,2/10,3/10,1,1,Rarely Active,Rarely Active
Member_971,Staff,10/10,10/10,10/10,52,11,Very Active,Very Active
Member_972,Staff,4/10,3/10,3/10,4,0,Inactive,Rarely Active
Member_973,Vice Division Head,10/10,10/10,10/10,32,20,Very Active,Very Active
Member_974,Staff,9/10,9/10,8/10,20,10,Very Active,Active
Member_975,Staff,0/10,0/10,0/10,0,0,Inactive,Inactive
Member_976,Department Head,0/10,0/10,0/10,0,0,Inactive,Inactive
Member_977,Vice Division Head,10/10,10/10,10/10,37,10,Very Active,Very Active
Member_978,Secretary,8/10,8/10,9/10,23,3,Active,Active
Member_979,Treasurer,9/10,8/10,8/10,28,6,Very Active,Active
Member_980,Department Head,3/10,3/10,2/10,5,0,Rarely Active,Rarely Active
Member_981,Staff,4/10,5/10,6/10,11,2,Rarely Active,Moderate
Member_982,Supervisor,9/10,8/10,8/10,24,7,Active,Active
Member_983,Staff,1/10,2/10,2/10,2,1,Inactive,Rarely Active
Member_984,Vice Chair,2/10,3/10,4/10,4,1,Inactive,Rarely Active
Member_985,Chair,6/10,4/10,5/10,6,3,Moderate,Moderate
Member_986,Staff,0/10,0/10,0/10,0,0,Inactive,Inactive
Member_987,Staff,10/10,10/10,10/10,58,10,Very Active,Very Active
Member_988,Supervisor,0/10,0/10,0/10,0,0,Inactive,Inactive
Member_989,Deputy Department Head,0/10,1/10,0/10,0,0,Inactive,Inactive
Member_990,Treasurer,1/10,1/10,1/10,0,0,Inactive,Inactive
Member_991,Staff,0/10,0/10,0/10,0,0,Inactive,Inactive
Member_992,Staff,0/10,0/10,0/10,0,0,Inactive,Inactive
Member_993,Division Head,10/10,10/10,10/10,51,11,Very Active,Very Active
Member_994,Staff,4/10,4/10,4/10,1,0,Inactive,Rarely Active
Member_995,Staff,0/10,0/10,0/10,0,0,Inactive,Inactive
Member_996,Staff,0/10,0/10,0/10,0,0,Inactive,Inactive
Member_997,Staff,10/10,10/10,10/10,58,11,Very Active,Very Active
Member_998,Staff,7/10,5/10,6/10,13,2,Rarely Active,Moderate
Member_999,Staff,0/10,0/10,0/10,0,0,Inactive,Inactive
Member_1000,Division Head,10/10,10/10,10/10,49,16,Very Active,Very Active
Member_1001,Supervisor,5/10,6/10,6/10,6,2,Rarely Active,Moderate
Member_1002,Staff,10/10,10/10,10/10,58,12,Very Active,Very Active
Member_1003,Supervisor,1/10,0/10,0/10,0,0,Inactive,Inactive
Member_1004,Department Head,0/10,0/10,0/10,0,0,Inactive,Inactive
Member_1005,Department Head,10/10,10/10,10/10,60,18,Very Active,Very Active
Member_1006,Staff,8/10,9/10,10/10,24,3,Active,Active
Member_1007,Supervisor,1/10,2/10,3/10,2,1,Inactive,Rarely Active
Member_1008,Staff,10/10,10/10,10/10,54,20,Very Active,Very Active
Member_1009,Staff,0/10,0/10,0/10,0,0,Inactive,Inactive
Member_1010,Staff,10/10,10/10,10/10,48,18,Very Active,Very Active
Member_1011,Division Head,0/10,0/10,0/10,0,0,Inactive,Inactive
Member_1012,Staff,7/10,6/10,7/10,15,1,Active,Moderate
Member_1013,Staff,0/10,0/10,0/10,0,0,Inactive,Inactive
Member_1014,Staff,2/10,1/10,2/10,5,0,Rarely Active,Rarely Active
Member_1015,Vice Division Head,0/10,0/10,0/10,0,0,Inactive,Inactive
Member_1016,Staff,9/10,9/10,8/10,24,6,Active,Active
Member_1017,Division Head,0/10,1/10,0/10,0,0,Inactive,Inactive
Member_1018,Secretary,10/10,10/10,10/10,51,14,Very Active,Very Active
Member_1019,Staff,0/10,0/10,0/10,0,0,Inactive,Inactive
Member_1020,Vice Division Head,0/10,0/10,0/10,0,0,Inactive,Inactive
Member_1021,Supervisor,6/10,7/10,5/10,14,1,Moderate,Moderate
Member_1022,Vice Division Head,0/10,1/10,0/10,0,0,Inactive,Inactive
Member_1023,Department Head,0/10,0/10,0/10,0,0,Inactive,Inactive
Member_1024,Department Head,2/10,2/10,2/10,3,0,Inactive,Rarely Active
Member_1025,Department Head,0/10,0/10,0/10,0,0,Inactive,Inactive
Member_1026,Staff,10/10,10/10,10/10,44,20,Very Active,Very Active
Member_1027,Staff,0/10,0/10,0/10,0,0,Inactive,Inactive
Member_1028,Staff,8/10,9/10,8/10,19,10,Very Active,Active
Member_1029,Vice Chair,8/10,8/10,8/10,17,6,Very Active,Active
Member_1030,Division Head,8/10,8/10,8/10,23,9,Very Active,Active
Member_1031,Staff,10/10,10/10,10/10,50,20,Very Active,Very Active
Member_1032,Vice Division Head,1/10,0/10,0/10,0,0,Inactive,Inactive
Member_1033,Treasurer,8/10,9/10,8/10,26,5,Very Active,Active
Member_1034,Vice Chair,0/10,0/10,1/10,0,0,Inactive,Inactive
Member_1035,Vice Division Head,2/10,4/10,1/10,2,0,Inactive,Rarely Active
Member_1036,Staff,10/10,10/10,10/10,30,14,Very Active,Very Active
Member_1037,Department Head,10/10,10/10,10/10,35,13,Very Active,Very Active
Member_1038,Division Head,10/10,10/10,10/10,51,20,Very Active,Very Active
Member_1039,Chair,10/10,10/10,10/10,45,19,Very Active,Very Active
Member_1040,Division Head,2/10,2/10,3/10,2,1,Inactive,Rarely Active
Member_1041,Supervisor,0/10,0/10,0/10,0,0,Inactive,Inactive
Member_1042,Division Head,0/10,0/10,1/10,0,0,Inactive,Inactive
Member_1043,Staff,0/10,0/10,0/10,0,0,Inactive,Inactive
Member_1044,Staff,10/10,10/10,10/10,50,15,Very Active,Very Active
Member_1045,Vice Division Head,10/10,10/10,10/10,48,18,Very Active,Very Active
Member_1046,Department Head,0/10,0/10,0/10,0,0,Inactive,Inactive
Member_1047,Department Head,10/10,10/10,10/10,57,11,Very Active,Very Active
Member_1048,Supervisor,0/10,0/10,0/10,0,0,Inactive,Inactive
Member_1049,Department Head,10/10,10/10,10/10,39,11,Very Active,Very Active
Member_1050,Department Head,9/10,8/10,8/10,16,9,Very Active,Active
Member_1051,Deputy Department Head,4/10,4/10,7/10,8,3,Active,Moderate
Member_1052,Deputy Department Head,0/10,0/10,0/10,0,0,Inactive,Inactive
Member_1053,Staff,6/10,4/10,6/10,13,1,Active,Moderate
Member_1054,Division Head,2/10,4/10,4/10,1,0,Rarely Active,Rarely Active
Member_1055,Deputy Department Head,2/10,3/10,4/10,1,1,Rarely Active,Rarely Active
Member_1056,Deputy Department Head,10/10,10/10,10/10,50,15,Very Active,Very Active
Member_1057,Staff,4/10,7/10,6/10,8,2,Active,Moderate
Member_1058,Vice Division Head,6/10,7/10,5/10,12,2,Rarely Active,Moderate
Member_1059,Staff,10/10,10/10,10/10,43,13,Very Active,Very Active
Member_1060,Staff,10/10,10/10,10/10,59,17,Very Active,Very Active
Member_1061,Staff,10/10,10/10,10/10,59,13,Very Active,Very Active
Member_1062,Staff,8/10,8/10,9/10,15,9,Very Active,Active
Member_1063,Deputy Department Head,0/10,1/10,0/10,0,0,Inactive,Inactive
Member_1064,Department Head,0/10,0/10,0/10,0,0,Inactive,Inactive
Member_1065,Vice Division Head,0/10,0/10,0/10,0,0,Inactive,Inactive
Member_1066,Division Head,0/10,0/10,0/10,0,0,Inactive,Inactive
Member_1067,Secretary,0/10,1/10,1/10,0,0,Inactive,Inactive
Member_1068,Staff,0/10,0/10,0/10,0,0,Inactive,Inactive
Member_1069,Deputy Department Head,8/10,6/10,5/10,9,2,Active,Moderate
Member_1070,Staff,0/10,0/10,0/10,0,0,Inactive,Inactive
Member_1071,Staff,10/10,10/10,10/10,40,11,Very Active,Very Active
Member_1072,Staff,3/10,4/10,3/10,3,0,Rarely Active,Rarely Active
Member_1073,Staff,0/10,0/10,0/10,0,0,Inactive,Inactive
Member_1074,Staff,2/10,4/10,3/10,2,0,Rarely Active,Rarely Active
Member_1075,Vice Division Head,10/10,10/10,10/10,32,14,Very Active,Very Active
Member_1076,Staff,0/10,0/10,0/10,0,0,Inactive,Inactive
Member_1077,Department Head,0/10,0/10,0/10,0,0,Inactive,Inactive
Member_1078,Staff,0/10,0/10,0/10,0,0,Inactive,Inactive
Member_1079,Deputy Department Head,0/10,0/10,0/10,0,0,Inactive,Inactive
Member_1080,Staff,10/10,10/10,10/10,37,16,Very Active,Very Active
Member_1081,Division Head,10/10,10/10,10/10,31,14,Very Active,Very Active
Member_1082,Vice Division Head,10/10,10/10,10/10,40,17,Very Active,Very Active
Member_1083,Staff,10/10,10/10,10/10,56,20,Very Active,Very Active
Member_1084,Staff,0/10,0/10,0/10,0,0,Inactive,Inactive
Member_1085,Supervisor,9/10,8/10,9/10,22,9,Active,Active
Member_1086,Vice Division Head,0/10,0/10,0/10,0,0,Inactive,Inactive
Member_1087,Supervisor,5/10,7/10,7/10,9,2,Rarely Active,Moderate
Member_1088,Staff,8/10,8/10,8/10,29,8,Active,Active
Member_1089,Deputy Department Head,10/10,10/10,10/10,32,18,Very Active,Very Active
Member_1090,Staff,0/10,0/10,0/10,0,0,Inactive,Inactive
Member_1091,Supervisor,10/10,10/10,10/10,50,20,Very Active,Very Active
Member_1092,Secretary,10/10,10/10,10/10,46,17,Very Active,Very Active
Member_1093,Staff,8/10,8/10,9/10,18,8,Active,Active
Member_1094,Department Head,10/10,10/10,10/10,38,10,Very Active,Very Active
Member_1095,Vice Division Head,9/10,8/10,9/10,21,6,Very Active,Active
Member_1096,Chair,9/10,8/10,8/10,30,7,Active,Active
Member_1097,Supervisor,0/10,0/10,0/10,0,0,Inactive,Inactive
Member_1098,Staff,0/10,0/10,0/10,0,0,Inactive,Inactive
Member_1099,Department Head,0/10,0/10,0/10,0,0,Inactive,Inactive
Member_1100,Treasurer,10/10,10/10,10/10,48,14,Very Active,Very Active
Member_1101,Division Head,1/10,0/10,0/10,0,0,Inactive,Inactive
Member_1102,Staff,9/10,8/10,8/10,22,4,Active,Active
Member_1103,Staff,0/10,0/10,0/10,0,0,Inactive,Inactive
Member_1104,Staff,2/10,3/10,3/10,1,1,Rarely Active,Rarely Active
Member_1105,Vice Division Head,2/10,3/10,3/10,3,0,Rarely Active,Rarely Active
Member_1106,Staff,0/10,0/10,0/10,0,0,Inactive,Inactive
Member_1107,Vice Division Head,7/10,5/10,4/10,13,1,Rarely Active,Moderate
Member_1108,Department Head,0/10,0/10,0/10,0,0,Inactive,Inactive
Member_1109,Staff,10/10,10/10,10/10,48,11,Very Active,Very Active
Member_1110,Staff,0/10,0/10,0/10,0,0,Inactive,Inactive
Member_1111,Department Head,0/10,0/10,0/10,0,0,Inactive,Inactive
Member_1112,Staff,10/10,10/10,10/10,44,14,Very Active,Very Active
Member_1113,Staff,6/10,6/10,5/10,15,2,Moderate,Moderate
Member_1114,Staff,0/10,0/10,0/10,0,0,Inactive,Inactive
Member_1115,Vice Division Head,1/10,0/10,0/10,0,0,Inactive,Inactive
Member_1116,Division Head,0/10,0/10,0/10,0,0,Inactive,Inactive
Member_1117,Staff,0/10,0/10,0/10,0,0,Inactive,Inactive
Member_1118,Deputy Department Head,9/10,9/10,9/10,19,9,Active,Active
Member_1119,Division Head,0/10,0/10,0/10,0,0,Inactive,Inactive
Member_1120,Staff,9/10,8/10,9/10,25,6,Active,Active
Member_1121,Staff,8/10,8/10,8/10,27,3,Active,Active
Member_1122,Staff,7/10,7/10,5/10,5,2,Moderate,Moderate
Member_1123,Staff,8/10,9/10,8/10,24,8,Very Active,Active
Member_1124,Staff,0/10,0/10,0/10,0,0,Inactive,Inactive
Member_1125,Department Head,10/10,10/10,10/10,34,14,Very Active,Very Active
Member_1126,Staff,10/10,10/10,10/10,41,14,Very Active,Very Active
Member_1127,Division Head,1/10,0/10,0/10,0,0,Inactive,Inactive
Member_1128,Staff,3/10,4/10,3/10,4,0,Rarely Active,Rarely Active
Member_1129,Deputy Department Head,0/10,0/10,0/10,0,0,Inactive,Inactive
Member_1130,Deputy Department Head,9/10,9/10,8/10,27,4,Very Active,Active
Member_1131,Staff,0/10,0/10,0/10,0,0,Inactive,Inactive
Member_1132,Vice Division Head,10/10,8/10,8/10,17,3,Very Active,Active
Member_1133,Supervisor,9/10,8/10,8/10,18,6,Very Active,Active
Member_1134,Staff,9/10,9/10,9/10,24,5,Very Active,Active
Member_1135,Staff,5/10,7/10,7/10,8,2,Active,Moderate
Member_1136,Staff,10/10,10/10,10/10,55,12,Very Active,Very Active
Member_1137,Staff,0/10,0/10,0/10,0,0,Inactive,Inactive
Member_1138,Supervisor,10/10,10/10,10/10,40,16,Very Active,Very Active
Member_1139,Staff,1/10,4/10,3/10,1,0,Rarely Active,Rarely Active
Member_1140,Vice Division Head,0/10,0/10,1/10,0,0,Inactive,Inactive
Member_1141,Department Head,0/10,0/10,0/10,0,0,Inactive,Inactive
Member_1142,Staff,10/10,10/10,10/10,54,15,Very Active,Very Active
Member_1143,Department Head,8/10,8/10,8/10,28,4,Active,Active
Member_1144,Deputy Department Head,1/10,3/10,1/10,4,0,Rarely Active,Rarely Active
Member_1145,Staff,10/10,10/10,10/10,60,18,Very Active,Very Active
Member_1146,Staff,0/10,0/10,0/10,0,0,Inactive,Inactive
Member_1147,Supervisor,0/10,0/10,0/10,0,0,Inactive,Inactive
Member_1148,Staff,2/10,4/10,2/10,2,1,Rarely Active,Rarely Active
Member_1149,Supervisor,10/10,10/10,10/10,31,10,Very Active,Very Active
